user_id,role,day,login_hour,files_accessed,session_minutes,risk_level
MR_U24,employee,30,7,10,75,normal
MR_U25,contractor,1,15,4,66,normal
MR_U25,contractor,2,10,7,100,normal
MR_U25,contractor,3,14,8,71,normal
MR_U25,contractor,4,8,12,120,normal
MR_U25,contractor,5,13,11,55,normal
MR_U25,contractor,6,8,8,111,normal
MR_U25,contractor,7,14,14,49,normal
MR_U25,contractor,8,10,12,58,normal
MR_U25,contractor,9,8,13,141,normal
MR_U25,contractor,10,11,12,162,normal
MR_U25,contractor,11,17,11,81,normal
MR_U25,contractor,12,13,19,79,normal
MR_U25,contractor,13,17,13,114,normal
MR_U25,contractor,14,10,5,222,normal
MR_U25,contractor,15,17,8,116,normal
MR_U25,contractor,16,18,14,149,normal
MR_U25,contractor,17,13,11,93,normal
MR_U25,contractor,18,17,13,135,normal
MR_U25,contractor,19,18,11,78,normal
MR_U25,contractor,20,15,13,98,normal
MR_U25,contractor,21,8,26,132,normal
MR_U25,contractor,22,11,7,164,normal
MR_U25,contractor,23,9,20,126,normal
MR_U25,contractor,24,10,9,90,normal
MR_U25,contractor,25,18,15,125,normal
MR_U25,contractor,26,14,14,93,normal
MR_U25,contractor,27,14,7,115,normal
MR_U25,contractor,28,9,19,53,normal
MR_U25,contractor,29,16,11,103,normal
MR_U25,contractor,30,9,11,77,normal
MR_U26,manager,1,11,17,68,normal
MR_U26,manager,2,9,4,71,normal
MR_U26,manager,3,8,9,126,normal
MR_U26,manager,4,12,11,89,normal
MR_U26,manager,5,18,15,87,normal
MR_U26,manager,6,8,14,146,normal
MR_U26,manager,7,8,18,109,normal
MR_U26,manager,8,9,9,94,normal
MR_U26,manager,9,15,10,127,normal
MR_U26,manager,10,16,14,161,normal
MR_U26,manager,11,14,18,61,normal
MR_U26,manager,12,18,10,83,normal
MR_U26,manager,13,17,7,51,normal
MR_U26,manager,14,12,13,115,normal
MR_U26,manager,15,9,16,61,normal
MR_U26,manager,16,16,16,127,normal
MR_U26,manager,17,10,16,105,normal
MR_U26,manager,18,15,10,101,normal
MR_U26,manager,19,14,14,109,normal
MR_U26,manager,20,11,13,109,normal
MR_U26,manager,21,11,18,177,normal
MR_U26,manager,22,11,8,144,normal
MR_U26,manager,23,10,12,55,normal
MR_U26,manager,24,14,13,92,normal
MR_U26,manager,25,18,9,55,normal
MR_U26,manager,26,7,7,165,normal
MR_U26,manager,27,10,10,136,normal
MR_U26,manager,28,17,10,115,normal
MR_U26,manager,29,11,10,84,normal
MR_U26,manager,30,11,11,70,normal
MR_U27,contractor,1,10,9,86,normal
MR_U27,contractor,2,8,14,112,normal
MR_U27,contractor,3,16,8,76,normal
MR_U27,contractor,4,13,21,78,normal
MR_U27,contractor,5,9,6,89,normal
MR_U27,contractor,6,7,15,73,normal
MR_U27,contractor,7,13,8,91,normal
MR_U27,contractor,8,11,12,55,normal
MR_U27,contractor,9,18,6,63,normal
MR_U27,contractor,10,8,16,64,normal
MR_U27,contractor,11,14,10,49,normal
MR_U27,contractor,12,12,13,132,normal
MR_U27,contractor,13,7,11,89,normal
MR_U27,contractor,14,12,10,86,normal
MR_U27,contractor,15,7,14,130,normal
MR_U27,contractor,16,18,12,117,normal
MR_U27,contractor,17,14,19,114,normal
MR_U27,contractor,18,15,12,122,normal
MR_U27,contractor,19,9,8,68,normal
MR_U27,contractor,20,14,8,48,normal
MR_U27,contractor,21,17,6,74,normal
MR_U27,contractor,22,16,15,97,normal
MR_U27,contractor,23,16,11,118,normal
MR_U27,contractor,24,11,10,33,normal
MR_U27,contractor,25,12,11,45,normal
MR_U27,contractor,26,14,17,102,normal
MR_U27,contractor,27,7,10,56,normal
MR_U27,contractor,28,8,11,149,normal
MR_U27,contractor,29,15,13,104,normal
MR_U27,contractor,30,18,17,114,normal
MR_U28,employee,1,18,16,69,normal
MR_U28,employee,2,9,10,70,normal
MR_U28,employee,3,10,13,176,normal
MR_U28,employee,4,18,16,85,normal
MR_U28,employee,5,11,15,74,normal
MR_U28,employee,6,10,16,87,normal
MR_U28,employee,7,12,14,95,normal
MR_U28,employee,8,12,9,125,normal
MR_U28,employee,9,15,12,48,normal
MR_U28,employee,10,9,10,144,normal
MR_U28,employee,11,16,8,115,normal
MR_U28,employee,12,15,18,159,normal
MR_U28,employee,13,11,9,84,normal
MR_U28,employee,14,14,15,76,normal
MR_U28,employee,15,18,6,112,normal
MR_U28,employee,16,12,15,120,normal
MR_U28,employee,17,13,15,78,normal
MR_U28,employee,18,15,13,55,normal
MR_U28,employee,19,14,17,81,normal
MR_U28,employee,20,11,11,123,normal
MR_U28,employee,21,15,11,170,normal
MR_U28,employee,22,11,12,76,normal
MR_U28,employee,23,17,11,79,normal
MR_U28,employee,24,18,9,85,normal
MR_U28,employee,25,8,8,88,normal
MR_U28,employee,26,8,14,35,normal
MR_U28,employee,27,18,15,76,normal
MR_U28,employee,28,11,11,89,normal
MR_U28,employee,29,15,14,126,normal
MR_U28,employee,30,15,15,44,normal
MR_U29,employee,1,11,11,147,normal
MR_U29,employee,2,12,4,144,normal
MR_U29,employee,3,12,15,135,normal
MR_U29,employee,4,16,9,80,normal
MR_U29,employee,5,15,13,104,normal
MR_U29,employee,6,8,12,104,normal
MR_U29,employee,7,14,15,87,normal
MR_U29,employee,8,8,12,123,normal
MR_U29,employee,9,10,11,105,normal
MR_U29,employee,10,7,18,72,normal
MR_U29,employee,11,15,14,27,normal
MR_U29,employee,12,18,12,76,normal
MR_U29,employee,13,13,15,109,normal
MR_U29,employee,14,18,13,72,normal
MR_U29,employee,15,8,12,52,normal
MR_U29,employee,16,9,10,45,normal
MR_U29,employee,17,13,13,108,normal
MR_U29,employee,18,10,14,77,normal
MR_U29,employee,19,17,14,80,normal
MR_U29,employee,20,9,20,52,normal
MR_U29,employee,21,10,14,44,normal
MR_U29,employee,22,10,10,105,normal
MR_U29,employee,23,16,13,69,normal
MR_U29,employee,24,11,18,83,normal
MR_U29,employee,25,17,13,126,normal
MR_U29,employee,26,11,10,69,normal
MR_U29,employee,27,9,13,141,normal
MR_U29,employee,28,12,11,68,normal
MR_U29,employee,29,18,14,116,normal
MR_U29,employee,30,9,15,124,normal
MR_U30,manager,1,15,16,145,normal
MR_U30,manager,2,12,15,189,normal
MR_U30,manager,3,8,12,87,normal
MR_U30,manager,4,15,9,128,normal
MR_U30,manager,5,15,12,47,normal
MR_U30,manager,6,10,10,67,normal
MR_U30,manager,7,12,8,120,normal
MR_U30,manager,8,15,10,100,normal
MR_U30,manager,9,16,17,106,normal
MR_U30,manager,10,8,10,94,normal
MR_U30,manager,11,15,12,96,normal
MR_U30,manager,12,8,13,104,normal
MR_U30,manager,13,13,11,104,normal
MR_U30,manager,14,14,12,35,normal
MR_U30,manager,15,13,15,97,normal
MR_U30,manager,16,11,12,74,normal
MR_U30,manager,17,10,18,80,normal
MR_U30,manager,18,14,10,95,normal
MR_U30,manager,19,18,10,82,normal
MR_U30,manager,20,12,10,63,normal
MR_U30,manager,21,12,14,61,normal
MR_U30,manager,22,17,12,121,normal
MR_U30,manager,23,11,8,130,normal
MR_U30,manager,24,15,13,91,normal
MR_U30,manager,25,12,16,113,normal
MR_U30,manager,26,14,9,106,normal
MR_U30,manager,27,9,16,102,normal
MR_U30,manager,28,18,11,73,normal
MR_U30,manager,29,18,5,112,normal
MR_U30,manager,30,18,15,17,normal
MR_U31,contractor,1,11,17,87,normal
MR_U31,contractor,2,13,15,83,normal
MR_U31,contractor,3,8,8,115,normal
MR_U31,contractor,4,15,14,73,normal
MR_U31,contractor,5,9,11,56,normal
MR_U31,contractor,6,12,14,77,normal
MR_U31,contractor,7,18,19,165,normal
MR_U31,contractor,8,17,17,83,normal
MR_U31,contractor,9,15,13,82,normal
MR_U31,contractor,10,15,9,81,normal
MR_U31,contractor,11,13,9,139,normal
MR_U31,contractor,12,18,7,121,normal
MR_U31,contractor,13,11,13,145,normal
MR_U31,contractor,14,18,11,154,normal
MR_U31,contractor,15,18,8,110,normal
MR_U31,contractor,16,8,12,109,normal
MR_U31,contractor,17,16,17,71,normal
MR_U31,contractor,18,13,16,157,normal
MR_U31,contractor,19,11,6,115,normal
MR_U31,contractor,20,18,20,145,normal
MR_U31,contractor,21,13,11,103,normal
MR_U31,contractor,22,10,20,114,normal
MR_U31,contractor,23,9,15,107,normal
MR_U31,contractor,24,13,14,91,normal
MR_U31,contractor,25,17,10,116,normal
MR_U31,contractor,26,18,11,41,normal
MR_U31,contractor,27,7,14,126,normal
MR_U31,contractor,28,16,8,112,normal
MR_U31,contractor,29,13,17,122,normal
MR_U31,contractor,30,10,12,127,normal
MR_U32,employee,1,13,13,58,normal
MR_U32,employee,2,15,14,53,normal
MR_U32,employee,3,11,15,48,normal
MR_U32,employee,4,14,9,136,normal
MR_U32,employee,5,16,10,107,normal
MR_U32,employee,6,16,9,113,normal
MR_U32,employee,7,18,14,167,normal
MR_U32,employee,8,12,13,89,normal
MR_U32,employee,9,15,6,122,normal
MR_U32,employee,10,8,9,116,normal
MR_U32,employee,11,17,15,175,normal
MR_U32,employee,12,8,16,155,normal
MR_U32,employee,13,16,15,90,normal
MR_U32,employee,14,11,13,98,normal
MR_U32,employee,15,12,9,142,normal
MR_U32,employee,16,17,14,136,normal
MR_U32,employee,17,8,12,74,normal
MR_U32,employee,18,7,14,93,normal
MR_U32,employee,19,9,14,95,normal
MR_U32,employee,20,8,11,107,normal
MR_U32,employee,21,8,9,130,normal
MR_U32,employee,22,15,20,35,normal
MR_U32,employee,23,15,15,132,normal
MR_U32,employee,24,15,10,177,normal
MR_U32,employee,25,14,10,86,normal
MR_U32,employee,26,14,16,113,normal
MR_U32,employee,27,15,14,52,normal
MR_U32,employee,28,12,6,125,normal
MR_U32,employee,29,14,12,151,normal
MR_U32,employee,30,15,9,91,normal
MR_U33,contractor,1,10,13,76,normal
MR_U33,contractor,2,9,10,68,normal
MR_U33,contractor,3,15,12,74,normal
MR_U33,contractor,4,9,12,97,normal
MR_U33,contractor,5,10,11,28,normal
MR_U33,contractor,6,18,11,91,normal
MR_U33,contractor,7,17,10,58,normal
MR_U33,contractor,8,8,10,109,normal
MR_U33,contractor,9,9,11,123,normal
MR_U33,contractor,10,17,10,124,normal
MR_U33,contractor,11,12,15,157,normal
MR_U33,contractor,12,7,15,72,normal
MR_U33,contractor,13,15,13,64,normal
MR_U33,contractor,14,13,12,133,normal
MR_U33,contractor,15,14,13,76,normal
MR_U33,contractor,16,10,20,72,normal
MR_U33,contractor,17,16,11,68,normal
MR_U33,contractor,18,10,13,99,normal
MR_U33,contractor,19,8,17,136,normal
MR_U33,contractor,20,11,10,145,normal
MR_U33,contractor,21,15,11,99,normal
MR_U33,contractor,22,13,12,121,normal
MR_U33,contractor,23,13,12,107,normal
MR_U33,contractor,24,18,11,123,normal
MR_U33,contractor,25,10,13,49,normal
MR_U33,contractor,26,15,10,127,normal
MR_U33,contractor,27,17,13,133,normal
MR_U33,contractor,28,17,9,84,normal
MR_U33,contractor,29,16,12,146,normal
MR_U33,contractor,30,18,10,108,normal
MR_U34,employee,1,13,10,40,normal
MR_U34,employee,2,17,16,85,normal
MR_U34,employee,3,18,14,119,normal
MR_U34,employee,4,18,5,124,normal
MR_U34,employee,5,15,9,109,normal
MR_U34,employee,6,14,7,109,normal
MR_U34,employee,7,7,12,99,normal
MR_U34,employee,8,15,7,121,normal
MR_U34,employee,9,18,10,127,normal
MR_U34,employee,10,10,12,148,normal
MR_U34,employee,11,10,19,101,normal
MR_U34,employee,12,8,12,110,normal
MR_U34,employee,13,12,13,41,normal
MR_U34,employee,14,17,9,116,normal
MR_U34,employee,15,10,9,65,normal
MR_U34,employee,16,17,11,107,normal
MR_U34,employee,17,12,17,57,normal
MR_U34,employee,18,15,13,31,normal
MR_U34,employee,19,9,17,89,normal
MR_U34,employee,20,17,13,183,normal
MR_U34,employee,21,17,11,58,normal
MR_U34,employee,22,11,13,71,normal
MR_U34,employee,23,15,4,97,normal
MR_U34,employee,24,13,13,56,normal
MR_U34,employee,25,14,11,30,normal
MR_U34,employee,26,10,10,67,normal
MR_U34,employee,27,14,16,30,normal
MR_U34,employee,28,15,7,142,normal
MR_U34,employee,29,18,11,108,normal
MR_U34,employee,30,15,11,130,normal
MR_U35,contractor,1,17,17,118,normal
MR_U35,contractor,2,7,13,145,normal
MR_U35,contractor,3,8,15,95,normal
MR_U35,contractor,4,15,9,61,normal
MR_U35,contractor,5,9,10,52,normal
MR_U35,contractor,6,13,7,39,normal
MR_U35,contractor,7,15,8,117,normal
MR_U35,contractor,8,13,12,153,normal
MR_U35,contractor,9,15,18,126,normal
MR_U35,contractor,10,13,12,69,normal
MR_U35,contractor,11,9,8,49,normal
MR_U35,contractor,12,8,18,87,normal
MR_U35,contractor,13,18,13,83,normal
MR_U35,contractor,14,13,12,98,normal
MR_U35,contractor,15,13,12,151,normal
MR_U35,contractor,16,14,11,90,normal
MR_U35,contractor,17,12,12,104,normal
MR_U35,contractor,18,12,13,104,normal
MR_U35,contractor,19,16,10,86,normal
MR_U35,contractor,20,14,21,72,normal
MR_U35,contractor,21,18,5,65,normal
MR_U35,contractor,22,17,11,79,normal
MR_U35,contractor,23,12,12,76,normal
MR_U35,contractor,24,18,12,114,normal
MR_U35,contractor,25,13,7,91,normal
MR_U35,contractor,26,8,7,93,normal
MR_U35,contractor,27,14,11,54,normal
MR_U35,contractor,28,8,10,66,normal
MR_U35,contractor,29,15,17,70,normal
MR_U35,contractor,30,16,10,68,normal
MR_U36,manager,1,15,11,159,normal
MR_U36,manager,2,12,16,101,normal
MR_U36,manager,3,10,9,94,normal
MR_U36,manager,4,18,11,117,normal
MR_U36,manager,5,8,9,86,normal
MR_U36,manager,6,7,10,72,normal
MR_U36,manager,7,17,15,102,normal
MR_U36,manager,8,12,14,77,normal
MR_U36,manager,9,17,11,65,normal
MR_U36,manager,10,17,17,88,normal
MR_U36,manager,11,11,21,66,normal
MR_U36,manager,12,9,11,115,normal
MR_U36,manager,13,16,9,81,normal
MR_U36,manager,14,16,17,148,normal
MR_U36,manager,15,17,9,89,normal
MR_U36,manager,16,17,9,170,normal
MR_U36,manager,17,10,11,93,normal
MR_U36,manager,18,16,8,114,normal
MR_U36,manager,19,10,12,63,normal
MR_U36,manager,20,10,14,95,normal
MR_U36,manager,21,14,16,73,normal
MR_U36,manager,22,8,9,103,normal
MR_U36,manager,23,7,7,49,normal
MR_U36,manager,24,10,14,77,normal
MR_U36,manager,25,8,15,55,normal
MR_U36,manager,26,18,12,61,normal
MR_U36,manager,27,12,16,38,normal
MR_U36,manager,28,8,15,136,normal
MR_U36,manager,29,16,12,70,normal
MR_U36,manager,30,8,15,166,normal
